assessment_id,student_id,subject,assessment_type,date,max_marks,obtained_marks,percentage,grade,term,remarks
ASS_INST_001_023276,STU_INST_001_1555,Chemistry,Half Yearly Exam,2025-06-30,100,57,57.3,C1,First Term,Satisfactory
ASS_INST_001_023277,STU_INST_001_1555,Computer Science,Half Yearly Exam,2025-09-12,80,42,52.6,C1,Final Term,Satisfactory
ASS_INST_001_023278,STU_INST_001_1555,Biology,Practical Exam,2025-09-13,80,18,23.6,D,Second Term,Needs Improvement
ASS_INST_001_023279,STU_INST_001_1555,Economics,Monthly Test,2025-09-13,25,7,31.0,D,Second Term,Needs Improvement
ASS_INST_001_023280,STU_INST_001_1555,Computer Science,Project Work,2025-07-03,20,13,69.4,B2,Second Term,Good
ASS_INST_001_023281,STU_INST_001_1555,Computer Science,Quiz,2025-05-19,25,9,36.4,D,Final Term,Needs Improvement
ASS_INST_001_023282,STU_INST_001_1555,Chemistry,Viva Voce,2025-09-08,25,7,31.2,D,Second Term,Needs Improvement
ASS_INST_001_023283,STU_INST_001_1555,Physics,Quiz,2025-06-02,50,21,42.1,C2,Final Term,Needs Improvement
ASS_INST_001_023284,STU_INST_001_1555,Mathematics,Half Yearly Exam,2025-08-01,25,13,55.9,C1,Final Term,Satisfactory
ASS_INST_001_023285,STU_INST_001_1555,Sanskrit,Monthly Test,2025-08-06,25,10,41.8,C2,First Term,Needs Improvement
ASS_INST_001_023286,STU_INST_001_1555,Computer Science,Practical Exam,2025-08-25,50,21,42.4,C2,Final Term,Needs Improvement
ASS_INST_001_023287,STU_INST_001_1555,Physics,Viva Voce,2025-07-31,80,5,6.4,D,First Term,Needs Improvement
ASS_INST_001_023288,STU_INST_001_1556,English,Assignment,2025-07-01,100,55,55.4,C1,Final Term,Satisfactory
ASS_INST_001_023289,STU_INST_001_1556,Biology,Monthly Test,2025-08-11,100,74,74.6,B1,First Term,Very Good
ASS_INST_001_023290,STU_INST_001_1556,Science,Monthly Test,2025-07-28,50,27,55.4,C1,Final Term,Satisfactory
ASS_INST_001_023291,STU_INST_001_1556,Computer Science,Viva Voce,2025-07-11,25,23,93.9,A1,Final Term,Outstanding
ASS_INST_001_023292,STU_INST_001_1556,Chemistry,Final Exam,2025-07-27,100,43,43.6,C2,Second Term,Needs Improvement
ASS_INST_001_023293,STU_INST_001_1556,Accountancy,Quiz,2025-08-03,100,47,47.8,C2,First Term,Needs Improvement
ASS_INST_001_023294,STU_INST_001_1556,Chemistry,Practical Exam,2025-05-22,25,11,44.6,C2,Final Term,Needs Improvement
ASS_INST_001_023295,STU_INST_001_1556,Physics,Assignment,2025-06-09,20,8,44.1,C2,First Term,Needs Improvement
ASS_INST_001_023296,STU_INST_001_1556,Science,Project Work,2025-06-12,25,16,66.3,B2,First Term,Good
ASS_INST_001_023297,STU_INST_001_1556,Chemistry,Monthly Test,2025-05-21,25,12,51.7,C1,First Term,Satisfactory
ASS_INST_001_023298,STU_INST_001_1556,Science,Quiz,2025-09-04,20,18,91.6,A1,First Term,Outstanding
ASS_INST_001_023299,STU_INST_001_1556,Hindi,Viva Voce,2025-07-04,80,48,61.1,B2,Second Term,Good
ASS_INST_001_023300,STU_INST_001_1556,Social Studies,Assignment,2025-07-14,100,40,40.9,C2,Final Term,Needs Improvement
ASS_INST_001_023301,STU_INST_001_1556,Hindi,Practical Exam,2025-09-03,25,9,38.8,D,First Term,Needs Improvement
ASS_INST_001_023302,STU_INST_001_1557,Chemistry,Assignment,2025-07-23,20,13,68.3,B2,Final Term,Good
ASS_INST_001_023303,STU_INST_001_1557,Social Studies,Project Work,2025-07-21,50,21,42.2,C2,First Term,Needs Improvement
ASS_INST_001_023304,STU_INST_001_1557,Sanskrit,Assignment,2025-07-15,100,61,61.7,B2,Second Term,Good
ASS_INST_001_023305,STU_INST_001_1557,Sanskrit,Assignment,2025-08-20,50,19,39.5,D,Second Term,Needs Improvement
ASS_INST_001_023306,STU_INST_001_1557,Biology,Monthly Test,2025-05-30,50,19,38.5,D,Second Term,Needs Improvement
ASS_INST_001_023307,STU_INST_001_1557,Computer Science,Project Work,2025-08-29,50,31,62.4,B2,Second Term,Good
ASS_INST_001_023308,STU_INST_001_1557,Biology,Practical Exam,2025-06-24,100,44,45.0,C2,Second Term,Needs Improvement
ASS_INST_001_023309,STU_INST_001_1557,Computer Science,Practical Exam,2025-06-12,80,35,44.8,C2,Second Term,Needs Improvement
ASS_INST_001_023310,STU_INST_001_1557,Physics,Internal Assessment,2025-05-28,80,24,31.0,D,Final Term,Needs Improvement
ASS_INST_001_023311,STU_INST_001_1557,Social Studies,Final Exam,2025-09-04,100,53,53.9,C1,First Term,Satisfactory
ASS_INST_001_023312,STU_INST_001_1557,Economics,Practical Exam,2025-07-18,100,36,36.9,D,Second Term,Needs Improvement
ASS_INST_001_023313,STU_INST_001_1557,Mathematics,Half Yearly Exam,2025-07-23,20,5,28.3,D,First Term,Needs Improvement
ASS_INST_001_023314,STU_INST_001_1557,Accountancy,Internal Assessment,2025-08-27,20,15,77.0,B1,First Term,Very Good
ASS_INST_001_023315,STU_INST_001_1557,Computer Science,Unit Test,2025-05-21,100,32,32.9,D,First Term,Needs Improvement
ASS_INST_001_023316,STU_INST_001_1557,Social Studies,Quiz,2025-09-08,20,4,24.0,D,Final Term,Needs Improvement
ASS_INST_001_023317,STU_INST_001_1557,Mathematics,Monthly Test,2025-07-11,50,29,58.7,C1,Final Term,Satisfactory
ASS_INST_001_023318,STU_INST_001_1557,Social Studies,Practical Exam,2025-08-22,20,10,50.5,C1,Final Term,Satisfactory
ASS_INST_001_023319,STU_INST_001_1558,Hindi,Project Work,2025-08-13,25,15,62.5,B2,Final Term,Good
ASS_INST_001_023320,STU_INST_001_1558,Sanskrit,Quiz,2025-07-22,50,36,73.0,B1,First Term,Very Good
ASS_INST_001_023321,STU_INST_001_1558,Accountancy,Monthly Test,2025-09-11,80,69,86.5,A2,Second Term,Excellent
ASS_INST_001_023322,STU_INST_001_1558,Mathematics,Assignment,2025-09-15,50,39,78.2,B1,First Term,Very Good
ASS_INST_001_023323,STU_INST_001_1558,Hindi,Final Exam,2025-08-16,100,88,88.6,A2,First Term,Excellent
ASS_INST_001_023324,STU_INST_001_1558,Mathematics,Quiz,2025-07-25,50,37,74.3,B1,First Term,Very Good
ASS_INST_001_023325,STU_INST_001_1558,Biology,Quiz,2025-09-02,50,44,89.2,A2,First Term,Excellent
ASS_INST_001_023326,STU_INST_001_1558,Economics,Viva Voce,2025-08-23,80,55,68.9,B2,Second Term,Good
ASS_INST_001_023327,STU_INST_001_1558,Sanskrit,Practical Exam,2025-07-28,100,62,62.8,B2,Final Term,Good
ASS_INST_001_023328,STU_INST_001_1558,Mathematics,Half Yearly Exam,2025-06-17,80,74,93.4,A1,Second Term,Outstanding
ASS_INST_001_023329,STU_INST_001_1558,Science,Viva Voce,2025-06-24,20,15,79.7,B1,First Term,Very Good
ASS_INST_001_023330,STU_INST_001_1558,Computer Science,Assignment,2025-07-12,25,21,86.8,A2,Second Term,Excellent
ASS_INST_001_023331,STU_INST_001_1559,Sanskrit,Project Work,2025-05-26,20,9,46.4,C2,First Term,Needs Improvement
ASS_INST_001_023332,STU_INST_001_1559,Science,Final Exam,2025-08-01,100,14,14.1,D,First Term,Needs Improvement
ASS_INST_001_023333,STU_INST_001_1559,Biology,Final Exam,2025-05-23,100,33,34.0,D,First Term,Needs Improvement
ASS_INST_001_023334,STU_INST_001_1559,Sanskrit,Practical Exam,2025-07-14,80,52,66.1,B2,First Term,Good
ASS_INST_001_023335,STU_INST_001_1559,Sanskrit,Assignment,2025-05-28,50,10,21.5,D,First Term,Needs Improvement
ASS_INST_001_023336,STU_INST_001_1559,Accountancy,Quiz,2025-07-09,50,1,2.7,D,First Term,Needs Improvement
ASS_INST_001_023337,STU_INST_001_1559,Hindi,Unit Test,2025-06-10,20,7,39.2,D,First Term,Needs Improvement
ASS_INST_001_023338,STU_INST_001_1559,Chemistry,Project Work,2025-07-25,50,0,0.0,D,Second Term,Needs Improvement
ASS_INST_001_023339,STU_INST_001_1559,Accountancy,Quiz,2025-06-11,100,4,4.6,D,Second Term,Needs Improvement
ASS_INST_001_023340,STU_INST_001_1559,Computer Science,Project Work,2025-08-25,25,6,24.5,D,Second Term,Needs Improvement
ASS_INST_001_023341,STU_INST_001_1559,Computer Science,Practical Exam,2025-09-07,20,4,23.9,D,First Term,Needs Improvement
ASS_INST_001_023342,STU_INST_001_1559,English,Unit Test,2025-07-17,50,13,27.8,D,Second Term,Needs Improvement
ASS_INST_001_023343,STU_INST_001_1559,Social Studies,Viva Voce,2025-08-23,25,16,64.1,B2,Second Term,Good
ASS_INST_001_023344,STU_INST_001_1559,Science,Monthly Test,2025-07-27,80,20,25.9,D,Final Term,Needs Improvement
ASS_INST_001_023345,STU_INST_001_1559,Computer Science,Monthly Test,2025-07-07,20,2,14.0,D,Second Term,Needs Improvement
ASS_INST_001_023346,STU_INST_001_1560,Accountancy,Viva Voce,2025-08-31,25,8,34.2,D,Second Term,Needs Improvement
ASS_INST_001_023347,STU_INST_001_1560,English,Half Yearly Exam,2025-06-10,20,7,37.5,D,Final Term,Needs Improvement
ASS_INST_001_023348,STU_INST_001_1560,Hindi,Viva Voce,2025-07-17,80,19,23.9,D,First Term,Needs Improvement
ASS_INST_001_023349,STU_INST_001_1560,Social Studies,Quiz,2025-08-01,25,13,55.8,C1,Final Term,Satisfactory
ASS_INST_001_023350,STU_INST_001_1560,Physics,Practical Exam,2025-09-08,50,25,51.2,C1,Second Term,Satisfactory
ASS_INST_001_023351,STU_INST_001_1560,Sanskrit,Monthly Test,2025-08-03,100,54,54.2,C1,First Term,Satisfactory
ASS_INST_001_023352,STU_INST_001_1560,Mathematics,Project Work,2025-08-16,20,12,60.2,B2,Final Term,Good
ASS_INST_001_023353,STU_INST_001_1560,Biology,Monthly Test,2025-09-04,25,14,56.9,C1,Second Term,Satisfactory
ASS_INST_001_023354,STU_INST_001_1560,Computer Science,Project Work,2025-09-15,50,10,20.9,D,First Term,Needs Improvement
ASS_INST_001_023355,STU_INST_001_1560,Social Studies,Practical Exam,2025-09-11,100,40,40.7,C2,Second Term,Needs Improvement
ASS_INST_001_023356,STU_INST_001_1560,Physics,Internal Assessment,2025-08-06,25,10,41.4,C2,Second Term,Needs Improvement
ASS_INST_001_023357,STU_INST_001_1560,Sanskrit,Assignment,2025-07-25,50,35,70.5,B1,Final Term,Very Good
ASS_INST_001_023358,STU_INST_001_1560,Hindi,Final Exam,2025-06-23,50,36,72.1,B1,Final Term,Very Good
ASS_INST_001_023359,STU_INST_001_1561,Accountancy,Viva Voce,2025-05-20,80,42,52.7,C1,Final Term,Satisfactory
ASS_INST_001_023360,STU_INST_001_1561,Science,Final Exam,2025-08-19,25,10,42.5,C2,Second Term,Needs Improvement
ASS_INST_001_023361,STU_INST_001_1561,English,Viva Voce,2025-09-08,25,15,63.2,B2,Second Term,Good
ASS_INST_001_023362,STU_INST_001_1561,Computer Science,Unit Test,2025-07-30,50,27,54.6,C1,First Term,Satisfactory
ASS_INST_001_023363,STU_INST_001_1561,Economics,Unit Test,2025-08-11,20,11,58.9,C1,First Term,Satisfactory
ASS_INST_001_023364,STU_INST_001_1561,Economics,Monthly Test,2025-06-26,25,20,82.3,A2,First Term,Excellent
ASS_INST_001_023365,STU_INST_001_1561,Mathematics,Internal Assessment,2025-09-12,50,32,65.2,B2,Second Term,Good
ASS_INST_001_023366,STU_INST_001_1561,Science,Assignment,2025-08-15,100,51,51.7,C1,Final Term,Satisfactory
ASS_INST_001_023367,STU_INST_001_1561,Chemistry,Practical Exam,2025-07-04,100,48,48.5,C2,First Term,Needs Improvement
ASS_INST_001_023368,STU_INST_001_1561,Chemistry,Practical Exam,2025-05-21,50,17,34.5,D,Final Term,Needs Improvement
ASS_INST_001_023369,STU_INST_001_1561,Accountancy,Unit Test,2025-06-05,50,35,70.5,B1,Final Term,Very Good
ASS_INST_001_023370,STU_INST_001_1561,Accountancy,Final Exam,2025-08-25,80,52,65.5,B2,Second Term,Good
ASS_INST_001_023371,STU_INST_001_1561,Physics,Monthly Test,2025-07-29,20,14,70.5,B1,Second Term,Very Good
ASS_INST_001_023372,STU_INST_001_1561,Chemistry,Monthly Test,2025-07-08,20,12,60.1,B2,First Term,Good
ASS_INST_001_023373,STU_INST_001_1561,English,Viva Voce,2025-08-01,20,8,41.4,C2,Final Term,Needs Improvement
ASS_INST_001_023374,STU_INST_001_1561,Physics,Monthly Test,2025-08-16,50,30,61.4,B2,Second Term,Good
ASS_INST_001_023375,STU_INST_001_1561,Biology,Unit Test,2025-07-19,80,64,80.9,A2,Second Term,Excellent
ASS_INST_001_023376,STU_INST_001_1562,Accountancy,Quiz,2025-05-29,20,13,67.0,B2,First Term,Good
ASS_INST_001_023377,STU_INST_001_1562,Social Studies,Internal Assessment,2025-06-05,50,47,95.6,A1,First Term,Outstanding
ASS_INST_001_023378,STU_INST_001_1562,Accountancy,Viva Voce,2025-08-09,80,56,70.5,B1,Second Term,Very Good
ASS_INST_001_023379,STU_INST_001_1562,Hindi,Monthly Test,2025-08-03,80,80,100.0,A1,Second Term,Outstanding
ASS_INST_001_023380,STU_INST_001_1562,Physics,Internal Assessment,2025-09-12,20,20,100.0,A1,Second Term,Outstanding
ASS_INST_001_023381,STU_INST_001_1562,Mathematics,Internal Assessment,2025-08-30,20,9,49.8,C2,Second Term,Needs Improvement
ASS_INST_001_023382,STU_INST_001_1562,Mathematics,Monthly Test,2025-06-28,80,43,54.4,C1,Final Term,Satisfactory
ASS_INST_001_023383,STU_INST_001_1562,Sanskrit,Unit Test,2025-07-31,20,11,57.8,C1,First Term,Satisfactory
ASS_INST_001_023384,STU_INST_001_1562,Physics,Assignment,2025-09-04,20,7,35.3,D,Second Term,Needs Improvement
ASS_INST_001_023385,STU_INST_001_1562,Economics,Final Exam,2025-09-10,80,59,74.4,B1,First Term,Very Good
ASS_INST_001_023386,STU_INST_001_1562,Sanskrit,Assignment,2025-09-07,100,73,73.9,B1,First Term,Very Good
ASS_INST_001_023387,STU_INST_001_1562,Social Studies,Half Yearly Exam,2025-08-02,100,69,69.5,B2,Final Term,Good
ASS_INST_001_023388,STU_INST_001_1562,Chemistry,Internal Assessment,2025-06-04,80,35,44.0,C2,Second Term,Needs Improvement
ASS_INST_001_023389,STU_INST_001_1562,Chemistry,Half Yearly Exam,2025-05-24,100,94,94.6,A1,Second Term,Outstanding
ASS_INST_001_023390,STU_INST_001_1562,Mathematics,Internal Assessment,2025-07-28,20,6,32.2,D,Final Term,Needs Improvement
ASS_INST_001_023391,STU_INST_001_1562,Mathematics,Half Yearly Exam,2025-06-27,25,10,42.2,C2,Final Term,Needs Improvement
ASS_INST_001_023392,STU_INST_001_1562,Mathematics,Half Yearly Exam,2025-06-18,20,16,82.0,A2,Final Term,Excellent
ASS_INST_001_023393,STU_INST_001_1563,Chemistry,Viva Voce,2025-08-13,100,61,61.9,B2,First Term,Good
ASS_INST_001_023394,STU_INST_001_1563,Mathematics,Practical Exam,2025-06-04,100,45,45.2,C2,First Term,Needs Improvement
ASS_INST_001_023395,STU_INST_001_1563,Science,Unit Test,2025-09-11,80,45,57.2,C1,First Term,Satisfactory
ASS_INST_001_023396,STU_INST_001_1563,Physics,Final Exam,2025-06-23,20,11,58.6,C1,First Term,Satisfactory
ASS_INST_001_023397,STU_INST_001_1563,Hindi,Unit Test,2025-08-20,50,38,77.4,B1,Final Term,Very Good
ASS_INST_001_023398,STU_INST_001_1563,Science,Final Exam,2025-07-20,20,6,34.4,D,Final Term,Needs Improvement
ASS_INST_001_023399,STU_INST_001_1563,Accountancy,Quiz,2025-05-31,50,30,61.5,B2,Second Term,Good
ASS_INST_001_023400,STU_INST_001_1563,Economics,Monthly Test,2025-09-10,80,60,75.7,B1,Final Term,Very Good
ASS_INST_001_023401,STU_INST_001_1563,Physics,Project Work,2025-06-30,50,19,38.3,D,First Term,Needs Improvement
ASS_INST_001_023402,STU_INST_001_1563,Physics,Final Exam,2025-09-11,20,11,55.3,C1,Final Term,Satisfactory
ASS_INST_001_023403,STU_INST_001_1563,Computer Science,Unit Test,2025-07-26,20,11,55.2,C1,Final Term,Satisfactory
ASS_INST_001_023404,STU_INST_001_1563,Computer Science,Unit Test,2025-09-09,25,6,27.2,D,Final Term,Needs Improvement
ASS_INST_001_023405,STU_INST_001_1563,Biology,Monthly Test,2025-08-28,50,30,61.5,B2,Second Term,Good
ASS_INST_001_023406,STU_INST_001_1563,Mathematics,Practical Exam,2025-07-23,25,15,62.6,B2,Second Term,Good
ASS_INST_001_023407,STU_INST_001_1563,Biology,Half Yearly Exam,2025-06-22,80,66,83.2,A2,Final Term,Excellent
ASS_INST_001_023408,STU_INST_001_1564,Mathematics,Final Exam,2025-09-11,20,11,55.1,C1,Second Term,Satisfactory
ASS_INST_001_023409,STU_INST_001_1564,Biology,Monthly Test,2025-06-08,20,12,63.4,B2,First Term,Good
ASS_INST_001_023410,STU_INST_001_1564,Computer Science,Project Work,2025-08-29,50,40,82.0,A2,First Term,Excellent
ASS_INST_001_023411,STU_INST_001_1564,Mathematics,Final Exam,2025-07-07,20,8,43.9,C2,Final Term,Needs Improvement
ASS_INST_001_023412,STU_INST_001_1564,Economics,Practical Exam,2025-06-04,80,27,34.2,D,First Term,Needs Improvement
ASS_INST_001_023413,STU_INST_001_1564,Physics,Practical Exam,2025-08-14,50,28,57.7,C1,First Term,Satisfactory
ASS_INST_001_023414,STU_INST_001_1564,Social Studies,Half Yearly Exam,2025-08-20,80,41,51.9,C1,First Term,Satisfactory
ASS_INST_001_023415,STU_INST_001_1564,English,Half Yearly Exam,2025-07-01,100,53,53.9,C1,First Term,Satisfactory
ASS_INST_001_023416,STU_INST_001_1564,Biology,Viva Voce,2025-08-19,25,11,47.9,C2,Second Term,Needs Improvement
ASS_INST_001_023417,STU_INST_001_1564,Mathematics,Final Exam,2025-05-29,80,32,40.4,C2,Final Term,Needs Improvement
ASS_INST_001_023418,STU_INST_001_1564,Computer Science,Project Work,2025-06-21,80,57,72.3,B1,Final Term,Very Good
ASS_INST_001_023419,STU_INST_001_1564,Accountancy,Project Work,2025-07-29,100,55,55.1,C1,Second Term,Satisfactory
ASS_INST_001_023420,STU_INST_001_1564,Mathematics,Monthly Test,2025-05-23,25,23,95.9,A1,First Term,Outstanding
ASS_INST_001_023421,STU_INST_001_1564,Sanskrit,Monthly Test,2025-06-24,80,29,36.8,D,Second Term,Needs Improvement
ASS_INST_001_023422,STU_INST_001_1565,Chemistry,Unit Test,2025-06-02,100,96,96.3,A1,Final Term,Outstanding
ASS_INST_001_023423,STU_INST_001_1565,Physics,Monthly Test,2025-08-11,50,32,65.5,B2,Second Term,Good
ASS_INST_001_023424,STU_INST_001_1565,Computer Science,Final Exam,2025-08-08,80,48,60.5,B2,First Term,Good
ASS_INST_001_023425,STU_INST_001_1565,Chemistry,Monthly Test,2025-06-15,100,40,40.4,C2,Second Term,Needs Improvement
ASS_INST_001_023426,STU_INST_001_1565,Accountancy,Practical Exam,2025-06-18,100,48,48.3,C2,First Term,Needs Improvement
ASS_INST_001_023427,STU_INST_001_1565,Chemistry,Practical Exam,2025-07-03,20,16,82.8,A2,First Term,Excellent
ASS_INST_001_023428,STU_INST_001_1565,English,Project Work,2025-08-25,20,2,12.2,D,First Term,Needs Improvement
ASS_INST_001_023429,STU_INST_001_1565,Hindi,Monthly Test,2025-07-03,20,5,27.9,D,Second Term,Needs Improvement
ASS_INST_001_023430,STU_INST_001_1565,Biology,Assignment,2025-07-28,20,6,31.2,D,First Term,Needs Improvement
ASS_INST_001_023431,STU_INST_001_1565,Mathematics,Quiz,2025-06-01,25,20,81.3,A2,First Term,Excellent
ASS_INST_001_023432,STU_INST_001_1565,Biology,Quiz,2025-09-14,100,72,72.4,B1,First Term,Very Good
ASS_INST_001_023433,STU_INST_001_1565,Sanskrit,Unit Test,2025-08-03,20,8,42.0,C2,Final Term,Needs Improvement
ASS_INST_001_023434,STU_INST_001_1565,English,Quiz,2025-08-27,50,25,51.7,C1,First Term,Satisfactory
ASS_INST_001_023435,STU_INST_001_1566,Social Studies,Practical Exam,2025-07-19,20,10,51.8,C1,Final Term,Satisfactory
ASS_INST_001_023436,STU_INST_001_1566,Social Studies,Assignment,2025-06-08,20,13,67.9,B2,First Term,Good
ASS_INST_001_023437,STU_INST_001_1566,English,Unit Test,2025-08-02,50,15,31.3,D,Second Term,Needs Improvement
ASS_INST_001_023438,STU_INST_001_1566,Chemistry,Final Exam,2025-07-25,80,41,51.9,C1,Final Term,Satisfactory
ASS_INST_001_023439,STU_INST_001_1566,Sanskrit,Unit Test,2025-05-21,25,10,43.3,C2,Final Term,Needs Improvement
ASS_INST_001_023440,STU_INST_001_1566,Physics,Internal Assessment,2025-06-30,50,23,47.6,C2,Second Term,Needs Improvement
ASS_INST_001_023441,STU_INST_001_1566,Economics,Project Work,2025-07-11,20,6,33.4,D,First Term,Needs Improvement
ASS_INST_001_023442,STU_INST_001_1566,Sanskrit,Viva Voce,2025-07-11,80,42,53.3,C1,Second Term,Satisfactory
ASS_INST_001_023443,STU_INST_001_1566,Science,Quiz,2025-08-25,100,35,35.4,D,Final Term,Needs Improvement
ASS_INST_001_023444,STU_INST_001_1566,Accountancy,Practical Exam,2025-09-04,20,10,51.2,C1,First Term,Satisfactory
ASS_INST_001_023445,STU_INST_001_1566,Mathematics,Monthly Test,2025-08-05,20,15,77.6,B1,Second Term,Very Good
ASS_INST_001_023446,STU_INST_001_1566,English,Assignment,2025-09-06,20,13,68.3,B2,First Term,Good
ASS_INST_001_023447,STU_INST_001_1566,Mathematics,Final Exam,2025-07-29,100,74,74.5,B1,Second Term,Very Good
ASS_INST_001_023448,STU_INST_001_1566,Biology,Project Work,2025-08-24,50,27,55.2,C1,Final Term,Satisfactory
ASS_INST_001_023449,STU_INST_001_1566,Hindi,Half Yearly Exam,2025-06-29,25,17,69.9,B2,First Term,Good
ASS_INST_001_023450,STU_INST_001_1566,Science,Quiz,2025-08-17,100,17,17.1,D,Second Term,Needs Improvement
ASS_INST_001_023451,STU_INST_001_1566,Chemistry,Internal Assessment,2025-07-05,100,18,19.0,D,Second Term,Needs Improvement
ASS_INST_001_023452,STU_INST_001_1567,Science,Half Yearly Exam,2025-08-23,100,15,15.7,D,Second Term,Needs Improvement
ASS_INST_001_023453,STU_INST_001_1567,Mathematics,Monthly Test,2025-06-19,50,8,16.9,D,First Term,Needs Improvement
ASS_INST_001_023454,STU_INST_001_1567,Accountancy,Half Yearly Exam,2025-05-30,50,26,52.6,C1,First Term,Satisfactory
ASS_INST_001_023455,STU_INST_001_1567,Physics,Project Work,2025-07-12,20,1,6.6,D,First Term,Needs Improvement
ASS_INST_001_023456,STU_INST_001_1567,Biology,Half Yearly Exam,2025-06-08,50,4,9.3,D,Second Term,Needs Improvement
ASS_INST_001_023457,STU_INST_001_1567,Accountancy,Half Yearly Exam,2025-08-31,25,7,31.6,D,Final Term,Needs Improvement
ASS_INST_001_023458,STU_INST_001_1567,Biology,Quiz,2025-07-12,25,9,36.2,D,Final Term,Needs Improvement
ASS_INST_001_023459,STU_INST_001_1567,Physics,Project Work,2025-07-23,25,12,49.5,C2,First Term,Needs Improvement
ASS_INST_001_023460,STU_INST_001_1567,Hindi,Assignment,2025-06-29,25,7,28.9,D,First Term,Needs Improvement
ASS_INST_001_023461,STU_INST_001_1567,Economics,Assignment,2025-06-22,80,24,30.5,D,Second Term,Needs Improvement
ASS_INST_001_023462,STU_INST_001_1567,Hindi,Final Exam,2025-05-28,80,39,49.7,C2,Second Term,Needs Improvement
ASS_INST_001_023463,STU_INST_001_1567,Science,Final Exam,2025-09-13,80,14,17.6,D,First Term,Needs Improvement
ASS_INST_001_023464,STU_INST_001_1567,Social Studies,Viva Voce,2025-06-06,100,35,36.0,D,Second Term,Needs Improvement
ASS_INST_001_023465,STU_INST_001_1567,Biology,Viva Voce,2025-05-19,25,11,44.0,C2,Final Term,Needs Improvement
ASS_INST_001_023466,STU_INST_001_1567,Chemistry,Assignment,2025-06-22,20,5,27.1,D,First Term,Needs Improvement
ASS_INST_001_023467,STU_INST_001_1567,Chemistry,Half Yearly Exam,2025-09-12,80,39,49.2,C2,Final Term,Needs Improvement
ASS_INST_001_023468,STU_INST_001_1567,Social Studies,Viva Voce,2025-08-01,100,18,18.3,D,Second Term,Needs Improvement
ASS_INST_001_023469,STU_INST_001_1567,Economics,Project Work,2025-08-15,20,12,61.9,B2,Second Term,Good
ASS_INST_001_023470,STU_INST_001_1568,Physics,Assignment,2025-07-03,25,15,62.2,B2,Second Term,Good
ASS_INST_001_023471,STU_INST_001_1568,Science,Practical Exam,2025-08-18,20,11,60.0,C1,Second Term,Satisfactory
ASS_INST_001_023472,STU_INST_001_1568,Mathematics,Monthly Test,2025-07-05,50,20,41.6,C2,Final Term,Needs Improvement
ASS_INST_001_023473,STU_INST_001_1568,Accountancy,Half Yearly Exam,2025-06-28,20,9,47.7,C2,Final Term,Needs Improvement
ASS_INST_001_023474,STU_INST_001_1568,Hindi,Unit Test,2025-07-25,50,26,53.3,C1,First Term,Satisfactory
ASS_INST_001_023475,STU_INST_001_1568,Mathematics,Final Exam,2025-09-09,25,11,47.6,C2,First Term,Needs Improvement
ASS_INST_001_023476,STU_INST_001_1568,Hindi,Unit Test,2025-09-09,100,46,46.6,C2,Final Term,Needs Improvement
ASS_INST_001_023477,STU_INST_001_1568,Mathematics,Final Exam,2025-05-24,25,17,68.7,B2,Second Term,Good
ASS_INST_001_023478,STU_INST_001_1568,Physics,Quiz,2025-07-13,25,19,78.7,B1,Final Term,Very Good
ASS_INST_001_023479,STU_INST_001_1568,Physics,Internal Assessment,2025-08-25,100,72,72.9,B1,Second Term,Very Good
ASS_INST_001_023480,STU_INST_001_1568,Social Studies,Assignment,2025-07-15,80,8,10.3,D,First Term,Needs Improvement
ASS_INST_001_023481,STU_INST_001_1568,Computer Science,Monthly Test,2025-07-17,100,49,49.1,C2,Second Term,Needs Improvement
ASS_INST_001_023482,STU_INST_001_1568,Hindi,Assignment,2025-06-01,80,70,88.3,A2,Final Term,Excellent
ASS_INST_001_023483,STU_INST_001_1568,English,Final Exam,2025-08-15,100,43,43.7,C2,Second Term,Needs Improvement
ASS_INST_001_023484,STU_INST_001_1569,English,Monthly Test,2025-05-19,50,28,57.8,C1,Second Term,Satisfactory
ASS_INST_001_023485,STU_INST_001_1569,Hindi,Practical Exam,2025-07-04,100,40,40.3,C2,Final Term,Needs Improvement
ASS_INST_001_023486,STU_INST_001_1569,Biology,Internal Assessment,2025-07-10,50,41,83.5,A2,First Term,Excellent
ASS_INST_001_023487,STU_INST_001_1569,Social Studies,Viva Voce,2025-08-14,50,22,45.7,C2,First Term,Needs Improvement
ASS_INST_001_023488,STU_INST_001_1569,Accountancy,Monthly Test,2025-06-11,20,14,72.4,B1,Second Term,Very Good
ASS_INST_001_023489,STU_INST_001_1569,Science,Project Work,2025-06-25,50,23,47.0,C2,Second Term,Needs Improvement
ASS_INST_001_023490,STU_INST_001_1569,Mathematics,Internal Assessment,2025-07-10,100,16,16.3,D,First Term,Needs Improvement
ASS_INST_001_023491,STU_INST_001_1569,Mathematics,Monthly Test,2025-06-11,100,68,68.5,B2,Second Term,Good
ASS_INST_001_023492,STU_INST_001_1569,Mathematics,Monthly Test,2025-09-14,50,12,25.5,D,First Term,Needs Improvement
ASS_INST_001_023493,STU_INST_001_1569,Physics,Assignment,2025-08-22,80,34,43.6,C2,First Term,Needs Improvement
ASS_INST_001_023494,STU_INST_001_1569,Social Studies,Monthly Test,2025-06-23,20,18,93.6,A1,First Term,Outstanding
