mapping_id,mentor_id,student_id,assigned_date,status,last_interaction,interaction_type,interaction_frequency,communication_mode,parent_contact_frequency,academic_support_provided,counseling_sessions
MAP_INST_001_001558,MEN_INST_001_022,STU_INST_001_1558,2025-04-04,Active,2025-09-13,Progress Update,Daily,Email,Monthly,False,1
MAP_INST_001_001559,MEN_INST_001_023,STU_INST_001_1559,2023-12-01,Active,2025-09-04,Counseling Session,Weekly,Phone Call,Fortnightly,False,1
MAP_INST_001_001560,MEN_INST_001_024,STU_INST_001_1560,2025-07-26,Active,2025-08-30,Academic Review,Bi-weekly,WhatsApp,Fortnightly,False,3
MAP_INST_001_001561,MEN_INST_001_001,STU_INST_001_1561,2025-03-28,Active,2025-09-02,Progress Update,Daily,Phone Call,Weekly,True,3
MAP_INST_001_001562,MEN_INST_001_002,STU_INST_001_1562,2024-05-28,Active,2025-09-10,Counseling Session,Weekly,SMS,Fortnightly,False,4
MAP_INST_001_001563,MEN_INST_001_003,STU_INST_001_1563,2023-12-29,Active,2025-09-07,Progress Update,Bi-weekly,Email,As Needed,False,0
MAP_INST_001_001564,MEN_INST_001_004,STU_INST_001_1564,2024-01-30,Active,2025-09-12,Counseling Session,Monthly,Email,Weekly,True,0
MAP_INST_001_001565,MEN_INST_001_005,STU_INST_001_1565,2023-11-20,Active,2025-09-06,Behavioral Discussion,Bi-weekly,SMS,Monthly,True,1
MAP_INST_001_001566,MEN_INST_001_006,STU_INST_001_1566,2024-04-07,Active,2025-09-10,Counseling Session,Monthly,Phone Call,Fortnightly,True,0
MAP_INST_001_001567,MEN_INST_001_007,STU_INST_001_1567,2024-12-28,Active,2025-09-12,Academic Review,Daily,WhatsApp,Monthly,False,0
MAP_INST_001_001568,MEN_INST_001_008,STU_INST_001_1568,2024-04-12,Active,2025-08-28,Counseling Session,Weekly,Email,Monthly,True,5
MAP_INST_001_001569,MEN_INST_001_009,STU_INST_001_1569,2024-01-16,Active,2025-09-05,Parent Meeting,Weekly,WhatsApp,Monthly,True,2
MAP_INST_001_001570,MEN_INST_001_010,STU_INST_001_1570,2025-05-15,Active,2025-08-31,Counseling Session,Monthly,Phone Call,Monthly,False,5
MAP_INST_001_001571,MEN_INST_001_011,STU_INST_001_1571,2025-02-21,Active,2025-09-13,Academic Review,Daily,SMS,As Needed,False,1
MAP_INST_001_001572,MEN_INST_001_012,STU_INST_001_1572,2024-05-23,Active,2025-09-16,Academic Review,Bi-weekly,Email,Fortnightly,False,1
MAP_INST_001_001573,MEN_INST_001_013,STU_INST_001_1573,2024-05-26,Active,2025-09-09,Counseling Session,Monthly,Phone Call,Monthly,False,0
MAP_INST_001_001574,MEN_INST_001_014,STU_INST_001_1574,2024-02-22,Active,2025-09-14,Counseling Session,Weekly,In Person,Monthly,False,3
MAP_INST_001_001575,MEN_INST_001_015,STU_INST_001_1575,2024-02-23,Active,2025-09-04,Parent Meeting,Bi-weekly,SMS,Fortnightly,False,4
MAP_INST_001_001576,MEN_INST_001_016,STU_INST_001_1576,2025-01-10,Active,2025-09-05,Counseling Session,Weekly,Phone Call,Weekly,True,2
MAP_INST_001_001577,MEN_INST_001_017,STU_INST_001_1577,2024-05-25,Active,2025-09-01,Parent Meeting,Bi-weekly,Phone Call,Fortnightly,False,0
MAP_INST_001_001578,MEN_INST_001_018,STU_INST_001_1578,2024-11-02,Active,2025-09-15,Behavioral Discussion,Weekly,Phone Call,Fortnightly,False,0
MAP_INST_001_001579,MEN_INST_001_019,STU_INST_001_1579,2025-08-09,Active,2025-08-31,Parent Meeting,Weekly,WhatsApp,Weekly,True,4
MAP_INST_001_001580,MEN_INST_001_020,STU_INST_001_1580,2024-04-07,Active,2025-09-12,Behavioral Discussion,Weekly,Email,As Needed,True,3
MAP_INST_001_001581,MEN_INST_001_021,STU_INST_001_1581,2024-12-14,Active,2025-08-28,Behavioral Discussion,Weekly,SMS,Fortnightly,False,2
MAP_INST_001_001582,MEN_INST_001_022,STU_INST_001_1582,2025-03-24,Active,2025-08-29,Behavioral Discussion,Monthly,Email,Weekly,False,1
MAP_INST_001_001583,MEN_INST_001_023,STU_INST_001_1583,2024-07-27,Active,2025-09-03,Parent Meeting,Bi-weekly,WhatsApp,Monthly,True,3
MAP_INST_001_001584,MEN_INST_001_024,STU_INST_001_1584,2024-04-14,Active,2025-08-31,Counseling Session,Weekly,Email,As Needed,True,2
MAP_INST_001_001585,MEN_INST_001_001,STU_INST_001_1585,2025-03-31,Active,2025-09-08,Academic Review,Weekly,Phone Call,As Needed,False,3
MAP_INST_001_001586,MEN_INST_001_002,STU_INST_001_1586,2025-01-05,Active,2025-09-05,Academic Review,Monthly,SMS,Monthly,False,2
MAP_INST_001_001587,MEN_INST_001_003,STU_INST_001_1587,2025-02-24,Active,2025-09-01,Counseling Session,Monthly,Phone Call,Monthly,True,3
MAP_INST_001_001588,MEN_INST_001_004,STU_INST_001_1588,2023-11-22,Active,2025-08-27,Parent Meeting,Daily,SMS,Weekly,False,5
MAP_INST_001_001589,MEN_INST_001_005,STU_INST_001_1589,2024-05-25,Active,2025-09-04,Counseling Session,Monthly,SMS,As Needed,False,3
MAP_INST_001_001590,MEN_INST_001_006,STU_INST_001_1590,2023-12-12,Active,2025-08-27,Counseling Session,Monthly,WhatsApp,Weekly,False,3
MAP_INST_001_001591,MEN_INST_001_007,STU_INST_001_1591,2025-01-11,Active,2025-09-12,Progress Update,Monthly,Phone Call,Monthly,True,2
MAP_INST_001_001592,MEN_INST_001_008,STU_INST_001_1592,2023-12-18,Active,2025-09-16,Behavioral Discussion,Monthly,Email,Weekly,True,5
MAP_INST_001_001593,MEN_INST_001_009,STU_INST_001_1593,2024-08-22,Active,2025-09-14,Academic Review,Bi-weekly,WhatsApp,Weekly,True,2
MAP_INST_001_001594,MEN_INST_001_010,STU_INST_001_1594,2024-12-23,Active,2025-09-08,Parent Meeting,Monthly,In Person,Weekly,False,3
MAP_INST_001_001595,MEN_INST_001_011,STU_INST_001_1595,2025-06-22,Active,2025-09-10,Behavioral Discussion,Monthly,In Person,Fortnightly,True,0
MAP_INST_001_001596,MEN_INST_001_012,STU_INST_001_1596,2025-07-16,Active,2025-09-11,Counseling Session,Weekly,SMS,Fortnightly,False,1
MAP_INST_001_001597,MEN_INST_001_013,STU_INST_001_1597,2024-12-25,Active,2025-08-27,Progress Update,Daily,SMS,Monthly,True,0
MAP_INST_001_001598,MEN_INST_001_014,STU_INST_001_1598,2024-01-21,Active,2025-09-01,Parent Meeting,Weekly,WhatsApp,As Needed,False,5
MAP_INST_001_001599,MEN_INST_001_015,STU_INST_001_1599,2023-12-31,Active,2025-08-31,Academic Review,Bi-weekly,In Person,Fortnightly,True,2
MAP_INST_001_001600,MEN_INST_001_016,STU_INST_001_1600,2024-10-25,Active,2025-08-28,Progress Update,Monthly,WhatsApp,As Needed,False,1
MAP_INST_001_001601,MEN_INST_001_017,STU_INST_001_1601,2025-01-28,Active,2025-08-29,Academic Review,Daily,WhatsApp,As Needed,True,2
MAP_INST_001_001602,MEN_INST_001_018,STU_INST_001_1602,2023-09-19,Active,2025-09-16,Progress Update,Bi-weekly,Email,Fortnightly,True,0
MAP_INST_001_001603,MEN_INST_001_019,STU_INST_001_1603,2023-11-20,Active,2025-09-01,Progress Update,Weekly,SMS,As Needed,True,3
MAP_INST_001_001604,MEN_INST_001_020,STU_INST_001_1604,2024-05-08,Active,2025-08-31,Parent Meeting,Monthly,Email,Monthly,False,5
MAP_INST_001_001605,MEN_INST_001_021,STU_INST_001_1605,2024-11-17,Active,2025-08-26,Parent Meeting,Daily,In Person,Fortnightly,False,1
MAP_INST_001_001606,MEN_INST_001_022,STU_INST_001_1606,2024-11-12,Active,2025-08-28,Academic Review,Weekly,In Person,As Needed,True,2
MAP_INST_001_001607,MEN_INST_001_023,STU_INST_001_1607,2023-11-18,Active,2025-09-12,Parent Meeting,Monthly,In Person,Weekly,False,1
MAP_INST_001_001608,MEN_INST_001_024,STU_INST_001_1608,2024-04-03,Active,2025-09-14,Behavioral Discussion,Daily,WhatsApp,Fortnightly,True,5
MAP_INST_001_001609,MEN_INST_001_001,STU_INST_001_1609,2024-06-28,Active,2025-09-12,Academic Review,Weekly,WhatsApp,As Needed,True,4
MAP_INST_001_001610,MEN_INST_001_002,STU_INST_001_1610,2025-04-02,Active,2025-09-10,Counseling Session,Monthly,SMS,Fortnightly,False,5
MAP_INST_001_001611,MEN_INST_001_003,STU_INST_001_1611,2023-09-23,Active,2025-09-11,Counseling Session,Weekly,Phone Call,Weekly,True,2
MAP_INST_001_001612,MEN_INST_001_004,STU_INST_001_1612,2024-11-25,Active,2025-09-08,Academic Review,Daily,Email,Monthly,True,0
MAP_INST_001_001613,MEN_INST_001_005,STU_INST_001_1613,2025-05-26,Active,2025-08-31,Behavioral Discussion,Weekly,Email,Monthly,True,0
MAP_INST_001_001614,MEN_INST_001_006,STU_INST_001_1614,2023-10-14,Active,2025-09-11,Academic Review,Daily,SMS,Fortnightly,False,5
MAP_INST_001_001615,MEN_INST_001_007,STU_INST_001_1615,2024-03-10,Active,2025-09-15,Counseling Session,Weekly,SMS,As Needed,False,4
MAP_INST_001_001616,MEN_INST_001_008,STU_INST_001_1616,2024-09-07,Active,2025-08-27,Academic Review,Weekly,SMS,Fortnightly,False,2
MAP_INST_001_001617,MEN_INST_001_009,STU_INST_001_1617,2024-10-12,Active,2025-09-01,Progress Update,Bi-weekly,WhatsApp,Monthly,True,5
MAP_INST_001_001618,MEN_INST_001_010,STU_INST_001_1618,2024-05-12,Active,2025-09-02,Behavioral Discussion,Bi-weekly,Email,Weekly,False,3
MAP_INST_001_001619,MEN_INST_001_011,STU_INST_001_1619,2025-04-12,Active,2025-08-31,Academic Review,Daily,Phone Call,Weekly,False,3
MAP_INST_001_001620,MEN_INST_001_012,STU_INST_001_1620,2024-06-22,Active,2025-09-11,Behavioral Discussion,Monthly,In Person,As Needed,True,0
MAP_INST_001_001621,MEN_INST_001_013,STU_INST_001_1621,2023-11-15,Active,2025-09-08,Behavioral Discussion,Daily,Phone Call,Weekly,False,0
MAP_INST_001_001622,MEN_INST_001_014,STU_INST_001_1622,2023-12-27,Active,2025-09-01,Behavioral Discussion,Monthly,Email,As Needed,True,0
MAP_INST_001_001623,MEN_INST_001_015,STU_INST_001_1623,2024-10-17,Active,2025-09-02,Progress Update,Monthly,Email,Fortnightly,True,1
MAP_INST_001_001624,MEN_INST_001_016,STU_INST_001_1624,2024-10-20,Active,2025-09-04,Behavioral Discussion,Monthly,SMS,Monthly,False,5
MAP_INST_001_001625,MEN_INST_001_017,STU_INST_001_1625,2023-09-27,Active,2025-09-13,Behavioral Discussion,Weekly,WhatsApp,As Needed,False,5
MAP_INST_001_001626,MEN_INST_001_018,STU_INST_001_1626,2025-03-08,Active,2025-09-10,Counseling Session,Daily,Email,As Needed,False,1
MAP_INST_001_001627,MEN_INST_001_019,STU_INST_001_1627,2025-03-22,Active,2025-09-01,Progress Update,Daily,In Person,Weekly,True,1
MAP_INST_001_001628,MEN_INST_001_020,STU_INST_001_1628,2025-05-15,Active,2025-09-10,Progress Update,Monthly,In Person,Fortnightly,True,1
MAP_INST_001_001629,MEN_INST_001_021,STU_INST_001_1629,2025-03-05,Active,2025-09-01,Progress Update,Monthly,Phone Call,Monthly,False,2
MAP_INST_001_001630,MEN_INST_001_022,STU_INST_001_1630,2024-06-01,Active,2025-09-03,Counseling Session,Weekly,Email,As Needed,False,0
MAP_INST_001_001631,MEN_INST_001_023,STU_INST_001_1631,2024-08-26,Active,2025-09-07,Academic Review,Bi-weekly,WhatsApp,Weekly,False,3
MAP_INST_001_001632,MEN_INST_001_024,STU_INST_001_1632,2025-06-12,Active,2025-08-28,Progress Update,Monthly,SMS,As Needed,True,0
MAP_INST_001_001633,MEN_INST_001_001,STU_INST_001_1633,2024-02-22,Active,2025-09-05,Behavioral Discussion,Weekly,WhatsApp,As Needed,False,3
MAP_INST_001_001634,MEN_INST_001_002,STU_INST_001_1634,2023-10-17,Active,2025-09-10,Behavioral Discussion,Daily,Email,Weekly,True,5
MAP_INST_001_001635,MEN_INST_001_003,STU_INST_001_1635,2025-01-18,Active,2025-08-26,Counseling Session,Weekly,Email,Fortnightly,False,0
MAP_INST_001_001636,MEN_INST_001_004,STU_INST_001_1636,2024-07-08,Active,2025-09-07,Parent Meeting,Monthly,In Person,Weekly,True,5
MAP_INST_001_001637,MEN_INST_001_005,STU_INST_001_1637,2023-10-28,Active,2025-09-03,Behavioral Discussion,Weekly,Email,Weekly,True,1
MAP_INST_001_001638,MEN_INST_001_006,STU_INST_001_1638,2023-11-29,Active,2025-09-05,Academic Review,Bi-weekly,Phone Call,Monthly,True,0
MAP_INST_001_001639,MEN_INST_001_007,STU_INST_001_1639,2023-10-16,Active,2025-09-11,Behavioral Discussion,Monthly,SMS,Weekly,False,1
MAP_INST_001_001640,MEN_INST_001_008,STU_INST_001_1640,2023-11-29,Active,2025-09-14,Parent Meeting,Bi-weekly,Phone Call,Fortnightly,False,0
MAP_INST_001_001641,MEN_INST_001_009,STU_INST_001_1641,2025-01-06,Active,2025-09-05,Parent Meeting,Bi-weekly,WhatsApp,Monthly,False,1
MAP_INST_001_001642,MEN_INST_001_010,STU_INST_001_1642,2024-07-18,Active,2025-09-14,Academic Review,Monthly,In Person,Fortnightly,False,5
MAP_INST_001_001643,MEN_INST_001_011,STU_INST_001_1643,2023-11-06,Active,2025-09-07,Progress Update,Weekly,Phone Call,Monthly,True,5
MAP_INST_001_001644,MEN_INST_001_012,STU_INST_001_1644,2023-12-25,Active,2025-09-03,Counseling Session,Monthly,Email,Monthly,True,0
MAP_INST_001_001645,MEN_INST_001_013,STU_INST_001_1645,2024-07-11,Active,2025-09-05,Academic Review,Daily,SMS,Fortnightly,True,1
MAP_INST_001_001646,MEN_INST_001_014,STU_INST_001_1646,2024-06-24,Active,2025-09-02,Counseling Session,Weekly,WhatsApp,As Needed,True,1
MAP_INST_001_001647,MEN_INST_001_015,STU_INST_001_1647,2024-05-18,Active,2025-09-05,Progress Update,Weekly,Phone Call,Monthly,True,1
MAP_INST_001_001648,MEN_INST_001_016,STU_INST_001_1648,2024-06-30,Active,2025-09-10,Behavioral Discussion,Daily,In Person,As Needed,False,5
MAP_INST_001_001649,MEN_INST_001_017,STU_INST_001_1649,2024-08-02,Active,2025-09-16,Parent Meeting,Bi-weekly,In Person,Weekly,False,0
MAP_INST_001_001650,MEN_INST_001_018,STU_INST_001_1650,2023-10-09,Active,2025-09-05,Parent Meeting,Bi-weekly,In Person,As Needed,False,3
MAP_INST_001_001651,MEN_INST_001_019,STU_INST_001_1651,2025-07-26,Active,2025-09-10,Behavioral Discussion,Monthly,SMS,Fortnightly,False,3
MAP_INST_001_001652,MEN_INST_001_020,STU_INST_001_1652,2023-12-01,Active,2025-09-16,Progress Update,Weekly,SMS,Fortnightly,True,3
MAP_INST_001_001653,MEN_INST_001_021,STU_INST_001_1653,2025-01-29,Active,2025-08-31,Academic Review,Daily,WhatsApp,Fortnightly,False,0
MAP_INST_001_001654,MEN_INST_001_022,STU_INST_001_1654,2024-04-27,Active,2025-09-03,Academic Review,Monthly,SMS,As Needed,True,3
MAP_INST_001_001655,MEN_INST_001_023,STU_INST_001_1655,2025-02-28,Active,2025-08-30,Academic Review,Bi-weekly,SMS,Fortnightly,True,3
MAP_INST_001_001656,MEN_INST_001_024,STU_INST_001_1656,2023-12-31,Active,2025-08-26,Behavioral Discussion,Bi-weekly,Phone Call,Monthly,False,3
MAP_INST_001_001657,MEN_INST_001_001,STU_INST_001_1657,2023-12-30,Active,2025-09-14,Behavioral Discussion,Daily,WhatsApp,Fortnightly,False,1
MAP_INST_001_001658,MEN_INST_001_002,STU_INST_001_1658,2024-03-01,Active,2025-09-08,Parent Meeting,Weekly,WhatsApp,Monthly,True,1
MAP_INST_001_001659,MEN_INST_001_003,STU_INST_001_1659,2025-02-16,Active,2025-09-11,Parent Meeting,Weekly,Email,Monthly,True,5
MAP_INST_001_001660,MEN_INST_001_004,STU_INST_001_1660,2025-03-19,Active,2025-09-13,Behavioral Discussion,Daily,SMS,Weekly,False,5
MAP_INST_001_001661,MEN_INST_001_005,STU_INST_001_1661,2024-04-29,Active,2025-08-28,Progress Update,Monthly,Phone Call,Fortnightly,True,0
MAP_INST_001_001662,MEN_INST_001_006,STU_INST_001_1662,2024-03-20,Active,2025-09-04,Behavioral Discussion,Weekly,SMS,Monthly,False,5
MAP_INST_001_001663,MEN_INST_001_007,STU_INST_001_1663,2024-11-04,Active,2025-08-30,Behavioral Discussion,Bi-weekly,In Person,Monthly,False,2
MAP_INST_001_001664,MEN_INST_001_008,STU_INST_001_1664,2024-09-26,Active,2025-09-16,Parent Meeting,Weekly,WhatsApp,As Needed,False,1
MAP_INST_001_001665,MEN_INST_001_009,STU_INST_001_1665,2024-06-27,Active,2025-09-12,Progress Update,Weekly,WhatsApp,As Needed,False,5
MAP_INST_001_001666,MEN_INST_001_010,STU_INST_001_1666,2025-07-23,Active,2025-09-10,Counseling Session,Daily,Phone Call,Monthly,False,3
MAP_INST_001_001667,MEN_INST_001_011,STU_INST_001_1667,2025-04-12,Active,2025-09-02,Behavioral Discussion,Monthly,Phone Call,Weekly,False,0
MAP_INST_001_001668,MEN_INST_001_012,STU_INST_001_1668,2024-01-31,Active,2025-08-30,Academic Review,Monthly,Phone Call,Weekly,True,5
MAP_INST_001_001669,MEN_INST_001_013,STU_INST_001_1669,2025-07-05,Active,2025-09-16,Behavioral Discussion,Weekly,Phone Call,Fortnightly,True,2
MAP_INST_001_001670,MEN_INST_001_014,STU_INST_001_1670,2024-04-16,Active,2025-09-01,Progress Update,Bi-weekly,SMS,Weekly,False,5
MAP_INST_001_001671,MEN_INST_001_015,STU_INST_001_1671,2025-04-19,Active,2025-09-15,Progress Update,Monthly,SMS,Monthly,True,3
MAP_INST_001_001672,MEN_INST_001_016,STU_INST_001_1672,2024-06-01,Active,2025-08-28,Progress Update,Monthly,Email,Weekly,True,0
MAP_INST_001_001673,MEN_INST_001_017,STU_INST_001_1673,2024-12-01,Active,2025-09-15,Progress Update,Daily,WhatsApp,As Needed,True,2
MAP_INST_001_001674,MEN_INST_001_018,STU_INST_001_1674,2024-09-18,Active,2025-08-28,Progress Update,Daily,WhatsApp,As Needed,True,5
MAP_INST_001_001675,MEN_INST_001_019,STU_INST_001_1675,2024-12-22,Active,2025-09-11,Behavioral Discussion,Daily,SMS,Fortnightly,True,3
MAP_INST_001_001676,MEN_INST_001_020,STU_INST_001_1676,2025-08-05,Active,2025-09-07,Progress Update,Bi-weekly,SMS,Monthly,False,1
MAP_INST_001_001677,MEN_INST_001_021,STU_INST_001_1677,2024-10-11,Active,2025-09-11,Academic Review,Weekly,In Person,Weekly,True,2
MAP_INST_001_001678,MEN_INST_001_022,STU_INST_001_1678,2023-12-03,Active,2025-09-07,Counseling Session,Bi-weekly,Email,As Needed,False,1
MAP_INST_001_001679,MEN_INST_001_023,STU_INST_001_1679,2023-11-22,Active,2025-08-26,Counseling Session,Daily,SMS,Fortnightly,False,2
MAP_INST_001_001680,MEN_INST_001_024,STU_INST_001_1680,2023-10-05,Active,2025-09-15,Parent Meeting,Weekly,WhatsApp,As Needed,False,4
MAP_INST_001_001681,MEN_INST_001_001,STU_INST_001_1681,2024-09-13,Active,2025-08-26,Behavioral Discussion,Daily,SMS,Monthly,False,2
MAP_INST_001_001682,MEN_INST_001_002,STU_INST_001_1682,2025-06-04,Active,2025-09-04,Counseling Session,Daily,Phone Call,Weekly,False,5
MAP_INST_001_001683,MEN_INST_001_003,STU_INST_001_1683,2024-12-08,Active,2025-08-29,Parent Meeting,Monthly,WhatsApp,Weekly,False,4
MAP_INST_001_001684,MEN_INST_001_004,STU_INST_001_1684,2024-11-24,Active,2025-09-12,Parent Meeting,Daily,WhatsApp,Fortnightly,False,4
MAP_INST_001_001685,MEN_INST_001_005,STU_INST_001_1685,2024-06-07,Active,2025-09-09,Counseling Session,Bi-weekly,In Person,Monthly,True,3
MAP_INST_001_001686,MEN_INST_001_006,STU_INST_001_1686,2024-05-06,Active,2025-08-30,Academic Review,Bi-weekly,WhatsApp,As Needed,False,5
MAP_INST_001_001687,MEN_INST_001_007,STU_INST_001_1687,2024-05-02,Active,2025-09-12,Counseling Session,Weekly,SMS,Weekly,True,5
MAP_INST_001_001688,MEN_INST_001_008,STU_INST_001_1688,2024-12-01,Active,2025-09-03,Counseling Session,Daily,In Person,Monthly,True,5
MAP_INST_001_001689,MEN_INST_001_009,STU_INST_001_1689,2024-05-04,Active,2025-08-26,Academic Review,Monthly,SMS,As Needed,False,1
MAP_INST_001_001690,MEN_INST_001_010,STU_INST_001_1690,2024-09-24,Active,2025-09-07,Progress Update,Monthly,In Person,As Needed,False,2
MAP_INST_001_001691,MEN_INST_001_011,STU_INST_001_1691,2024-03-23,Active,2025-08-28,Progress Update,Monthly,Phone Call,Weekly,False,3
MAP_INST_001_001692,MEN_INST_001_012,STU_INST_001_1692,2023-09-30,Active,2025-09-09,Behavioral Discussion,Weekly,WhatsApp,Monthly,False,5
MAP_INST_001_001693,MEN_INST_001_013,STU_INST_001_1693,2023-12-07,Active,2025-08-30,Behavioral Discussion,Weekly,In Person,Monthly,True,2
MAP_INST_001_001694,MEN_INST_001_014,STU_INST_001_1694,2025-03-04,Active,2025-08-28,Academic Review,Monthly,Phone Call,Monthly,True,0
MAP_INST_001_001695,MEN_INST_001_015,STU_INST_001_1695,2025-06-20,Active,2025-08-28,Counseling Session,Monthly,WhatsApp,Fortnightly,True,5
MAP_INST_001_001696,MEN_INST_001_016,STU_INST_001_1696,2025-05-25,Active,2025-09-07,Parent Meeting,Bi-weekly,In Person,Weekly,False,4
MAP_INST_001_001697,MEN_INST_001_017,STU_INST_001_1697,2024-06-02,Active,2025-09-13,Academic Review,Bi-weekly,Phone Call,Fortnightly,False,4
MAP_INST_001_001698,MEN_INST_001_018,STU_INST_001_1698,2025-02-21,Active,2025-08-27,Parent Meeting,Weekly,Email,Fortnightly,True,2
MAP_INST_001_001699,MEN_INST_001_019,STU_INST_001_1699,2023-10-04,Active,2025-09-11,Parent Meeting,Bi-weekly,WhatsApp,Monthly,True,3
MAP_INST_001_001700,MEN_INST_001_020,STU_INST_001_1700,2024-06-04,Active,2025-09-03,Academic Review,Daily,WhatsApp,Weekly,False,1
MAP_INST_001_001701,MEN_INST_001_021,STU_INST_001_1701,2024-03-23,Active,2025-09-12,Progress Update,Monthly,In Person,As Needed,False,3
MAP_INST_001_001702,MEN_INST_001_022,STU_INST_001_1702,2024-07-27,Active,2025-09-12,Counseling Session,Weekly,SMS,Weekly,True,1
MAP_INST_001_001703,MEN_INST_001_023,STU_INST_001_1703,2023-10-24,Active,2025-08-28,Progress Update,Weekly,Phone Call,Fortnightly,False,2
MAP_INST_001_001704,MEN_INST_001_024,STU_INST_001_1704,2024-01-19,Active,2025-08-26,Progress Update,Daily,In Person,Fortnightly,False,3
MAP_INST_001_001705,MEN_INST_001_001,STU_INST_001_1705,2025-06-09,Active,2025-09-14,Behavioral Discussion,Monthly,In Person,Fortnightly,False,4
MAP_INST_001_001706,MEN_INST_001_002,STU_INST_001_1706,2024-09-29,Active,2025-09-13,Counseling Session,Daily,WhatsApp,Monthly,False,0
MAP_INST_001_001707,MEN_INST_001_003,STU_INST_001_1707,2025-03-05,Active,2025-09-08,Parent Meeting,Monthly,Phone Call,Monthly,False,3
MAP_INST_001_001708,MEN_INST_001_004,STU_INST_001_1708,2023-09-26,Active,2025-08-31,Counseling Session,Daily,SMS,Weekly,True,3
MAP_INST_001_001709,MEN_INST_001_005,STU_INST_001_1709,2024-11-25,Active,2025-09-09,Progress Update,Weekly,In Person,Weekly,False,0
MAP_INST_001_001710,MEN_INST_001_006,STU_INST_001_1710,2024-07-02,Active,2025-09-06,Progress Update,Daily,SMS,As Needed,True,2
MAP_INST_001_001711,MEN_INST_001_007,STU_INST_001_1711,2024-06-23,Active,2025-09-03,Progress Update,Weekly,WhatsApp,Monthly,True,3
MAP_INST_001_001712,MEN_INST_001_008,STU_INST_001_1712,2024-08-09,Active,2025-09-15,Parent Meeting,Weekly,WhatsApp,Monthly,True,1
MAP_INST_001_001713,MEN_INST_001_009,STU_INST_001_1713,2025-07-26,Active,2025-09-14,Counseling Session,Weekly,Phone Call,Fortnightly,False,5
MAP_INST_001_001714,MEN_INST_001_010,STU_INST_001_1714,2025-02-12,Active,2025-09-08,Academic Review,Monthly,In Person,As Needed,True,2
MAP_INST_001_001715,MEN_INST_001_011,STU_INST_001_1715,2025-01-11,Active,2025-08-31,Behavioral Discussion,Weekly,SMS,Monthly,False,5
MAP_INST_001_001716,MEN_INST_001_012,STU_INST_001_1716,2024-05-14,Active,2025-08-31,Counseling Session,Daily,Email,Fortnightly,False,2
MAP_INST_001_001717,MEN_INST_001_013,STU_INST_001_1717,2024-11-11,Active,2025-09-10,Academic Review,Bi-weekly,Phone Call,Monthly,False,4
MAP_INST_001_001718,MEN_INST_001_014,STU_INST_001_1718,2024-01-04,Active,2025-09-05,Counseling Session,Bi-weekly,SMS,As Needed,True,2
MAP_INST_001_001719,MEN_INST_001_015,STU_INST_001_1719,2024-11-01,Active,2025-09-02,Counseling Session,Weekly,WhatsApp,Fortnightly,False,5
MAP_INST_001_001720,MEN_INST_001_016,STU_INST_001_1720,2025-02-17,Active,2025-08-30,Progress Update,Daily,Email,Weekly,False,1
MAP_INST_001_001721,MEN_INST_001_017,STU_INST_001_1721,2025-04-02,Active,2025-09-12,Academic Review,Weekly,Phone Call,Weekly,False,4
MAP_INST_001_001722,MEN_INST_001_018,STU_INST_001_1722,2024-07-15,Active,2025-08-27,Behavioral Discussion,Daily,Phone Call,Fortnightly,False,4
MAP_INST_001_001723,MEN_INST_001_019,STU_INST_001_1723,2024-04-29,Active,2025-09-11,Counseling Session,Daily,WhatsApp,Weekly,True,2
MAP_INST_001_001724,MEN_INST_001_020,STU_INST_001_1724,2024-12-04,Active,2025-08-27,Behavioral Discussion,Bi-weekly,SMS,Weekly,True,3
MAP_INST_001_001725,MEN_INST_001_021,STU_INST_001_1725,2024-02-12,Active,2025-09-03,Academic Review,Monthly,In Person,Weekly,True,0
MAP_INST_001_001726,MEN_INST_001_022,STU_INST_001_1726,2024-04-26,Active,2025-08-27,Academic Review,Bi-weekly,Email,As Needed,True,3
MAP_INST_001_001727,MEN_INST_001_023,STU_INST_001_1727,2025-01-10,Active,2025-08-29,Academic Review,Daily,Phone Call,Monthly,False,2
MAP_INST_001_001728,MEN_INST_001_024,STU_INST_001_1728,2024-06-21,Active,2025-09-11,Parent Meeting,Monthly,SMS,Monthly,True,0
MAP_INST_001_001729,MEN_INST_001_001,STU_INST_001_1729,2025-05-17,Active,2025-09-08,Progress Update,Weekly,Phone Call,As Needed,False,2
MAP_INST_001_001730,MEN_INST_001_002,STU_INST_001_1730,2024-11-11,Active,2025-09-01,Academic Review,Weekly,Email,As Needed,True,3
MAP_INST_001_001731,MEN_INST_001_003,STU_INST_001_1731,2023-09-19,Active,2025-09-15,Progress Update,Bi-weekly,Phone Call,As Needed,False,0
MAP_INST_001_001732,MEN_INST_001_004,STU_INST_001_1732,2025-01-23,Active,2025-09-03,Parent Meeting,Daily,Phone Call,Fortnightly,False,2
MAP_INST_001_001733,MEN_INST_001_005,STU_INST_001_1733,2024-06-10,Active,2025-08-31,Parent Meeting,Monthly,WhatsApp,Weekly,True,2
MAP_INST_001_001734,MEN_INST_001_006,STU_INST_001_1734,2024-04-04,Active,2025-09-01,Academic Review,Weekly,Email,As Needed,True,5
MAP_INST_001_001735,MEN_INST_001_007,STU_INST_001_1735,2025-05-14,Active,2025-09-14,Progress Update,Daily,In Person,Fortnightly,False,2
